id,carat,cut,color,clarity,depth,table,x,y,z
9896,0.91,Good,D,SI2,64.1,62.0,6.06,6.01,3.87
9897,0.51,Ideal,E,VVS1,62.4,55.0,5.08,5.12,3.18
9898,0.56,Premium,F,SI1,62.7,59.0,5.27,5.22,3.29
9899,1.01,Fair,G,SI1,66.1,56.0,6.26,6.2,4.12
9900,0.7,Very Good,E,SI1,61.3,61.0,5.66,5.7,3.48
9901,0.39,Very Good,F,VVS2,63.5,58.0,4.65,4.61,2.94
9902,0.52,Very Good,G,VS1,63.8,58.0,5.06,5.09,3.24
9903,0.5,Very Good,F,VVS1,62.2,57.0,5.03,5.07,3.14
9904,0.8,Ideal,I,VS1,62.2,58.0,5.92,5.95,3.69
9905,1.0,Fair,G,SI1,63.1,59.0,6.32,6.27,3.97
9906,0.31,Good,H,VS1,57.5,60.0,4.46,4.51,2.58
9907,0.31,Ideal,D,VVS2,61.0,55.0,4.38,4.41,2.68
9908,0.5,Premium,F,VS1,61.3,59.0,5.09,5.15,3.14
9909,0.71,Premium,H,SI1,62.9,58.0,5.66,5.62,3.55
9910,1.01,Ideal,I,SI1,60.3,58.0,6.5,6.56,3.94
9911,1.0,Good,I,VS1,63.8,56.0,6.35,6.32,4.04
9912,0.7,Good,F,SI1,58.7,60.0,5.75,5.81,3.39
9913,0.33,Premium,E,VS1,61.0,55.0,4.51,4.47,2.74
9914,2.08,Premium,H,I1,61.7,57.0,8.23,8.18,5.06
9915,0.9,Good,H,SI2,60.4,61.0,6.14,6.22,3.73
9916,0.9,Very Good,G,VVS1,63.3,58.0,6.05,6.14,3.86
9917,0.37,Ideal,G,IF,62.1,55.0,4.6,4.64,2.87
9918,1.17,Ideal,F,VVS2,61.9,54.0,6.76,6.82,4.2
9919,0.37,Very Good,F,SI1,62.4,59.0,4.56,4.6,2.86
9920,2.38,Premium,H,VS1,60.9,59.0,8.62,8.59,5.24
9921,1.01,Premium,F,SI2,60.0,59.0,6.47,6.41,3.86
9922,1.02,Very Good,H,VS1,61.4,56.5,6.44,6.47,3.97
9923,1.42,Very Good,E,SI1,61.1,62.0,7.17,7.2,4.39
9924,0.7,Good,H,VS2,59.1,65.0,5.85,5.75,3.43
9925,0.7,Ideal,G,VS1,61.5,56.0,5.7,5.75,3.52
9926,0.36,Ideal,G,VVS1,60.9,55.0,4.64,4.68,2.84
9927,0.5,Premium,E,SI2,59.4,60.0,5.21,5.16,3.08
9928,0.39,Good,H,VS2,63.1,58.0,4.63,4.66,2.93
9929,1.08,Ideal,E,SI1,61.5,55.0,6.59,6.62,4.06
9930,0.53,Premium,E,VS2,59.8,58.0,5.27,5.26,3.15
9931,1.36,Good,F,SI1,57.5,60.0,7.36,7.31,4.22
9932,0.33,Ideal,D,VS2,62.1,54.0,4.43,4.46,2.76
9933,0.51,Good,G,VVS2,63.7,54.0,5.08,5.1,3.24
9934,1.12,Ideal,H,SI2,63.6,56.0,6.68,6.54,4.19
9935,2.21,Ideal,H,SI2,61.9,56.0,8.4,8.36,5.19
9936,1.5,Good,E,SI1,63.9,54.0,7.26,7.2,4.62
9937,0.57,Ideal,G,VS2,60.7,56.0,5.4,5.37,3.27
9938,0.91,Ideal,H,VS2,62.6,57.0,6.2,6.23,3.89
9939,0.42,Premium,H,SI1,62.1,59.0,4.81,4.78,2.98
9940,1.56,Ideal,I,SI1,61.4,56.0,7.47,7.42,4.57
9941,2.1,Premium,J,VVS1,61.3,58.0,8.29,8.24,5.07
9942,0.68,Very Good,F,SI1,60.1,57.9,5.69,5.74,3.43
9943,0.3,Good,I,SI1,63.3,59.0,4.22,4.25,2.68
9944,1.1,Premium,I,SI1,62.7,57.0,6.6,6.55,4.12
9945,2.01,Good,H,I1,63.9,59.0,8.01,7.92,5.09
9946,0.81,Premium,D,SI2,61.7,58.0,5.97,5.93,3.67
9947,1.13,Very Good,H,VS2,61.4,61.0,6.67,6.71,4.11
9948,2.09,Premium,H,SI2,60.9,58.0,8.23,8.2,5.0
9949,1.01,Good,D,SI2,63.8,61.0,6.13,6.06,3.89
9950,1.25,Very Good,J,VS1,61.8,58.0,6.89,6.93,4.27
9951,0.41,Premium,E,VVS1,61.2,58.0,4.74,4.8,2.92
9952,1.0,Very Good,F,SI1,63.8,56.0,6.25,6.29,4.0
9953,0.37,Ideal,F,SI1,62.4,54.0,4.63,4.6,2.88
9954,1.63,Ideal,H,VS2,62.4,55.0,7.53,7.57,4.71
9955,1.55,Ideal,E,SI1,61.5,56.0,7.4,7.36,4.54
9956,0.79,Ideal,E,SI1,62.0,57.0,5.92,5.96,3.68
9957,0.38,Ideal,D,VS1,62.0,57.0,4.7,4.69,2.91
9958,2.37,Ideal,J,SI1,61.9,55.0,8.53,8.56,5.29
9959,0.7,Premium,H,SI2,62.9,61.0,5.57,5.53,3.49
9960,0.31,Very Good,F,VS1,60.9,56.0,4.37,4.38,2.66
9961,0.3,Ideal,D,VS2,62.8,57.0,4.29,4.25,2.68
9962,0.4,Premium,F,VS1,61.4,58.0,4.75,4.73,2.91
9963,0.52,Very Good,F,VVS2,61.5,57.0,5.18,5.22,3.19
9964,0.54,Ideal,E,SI1,61.6,57.0,5.23,5.26,3.23
9965,0.71,Very Good,E,SI2,62.2,58.0,5.68,5.74,3.55
9966,0.32,Premium,H,VVS2,61.6,55.0,4.44,4.42,2.73
9967,2.06,Ideal,J,SI2,61.9,55.0,8.19,8.23,5.08
9968,0.72,Ideal,F,SI1,61.5,56.0,5.72,5.79,3.54
9969,1.03,Premium,D,SI1,63.0,59.0,6.44,6.39,4.04
9970,0.57,Ideal,F,SI1,61.6,56.0,5.36,5.33,3.29
9971,0.3,Good,D,SI2,60.8,65.0,4.26,4.29,2.6
9972,0.57,Ideal,E,VS2,62.9,57.0,5.29,5.26,3.32
9973,1.0,Premium,H,VVS1,62.3,60.0,6.36,6.28,3.94
9974,0.91,Good,J,VS1,64.2,60.0,6.01,5.95,3.84
9975,1.25,Premium,I,SI1,62.5,59.0,6.89,6.81,4.28
9976,1.09,Very Good,I,SI2,63.8,57.0,6.5,6.55,4.16
9977,0.35,Ideal,G,VS2,61.6,54.0,4.55,4.58,2.81
9978,0.39,Ideal,F,VS1,61.3,56.0,4.7,4.72,2.89
9979,1.57,Premium,I,VVS2,60.7,58.0,7.54,7.51,4.57
9980,0.93,Premium,D,SI1,60.8,60.0,6.3,6.24,3.81
9981,1.0,Good,I,VVS1,56.5,62.0,6.58,6.55,3.71
9982,1.04,Ideal,I,VS1,63.0,56.0,6.44,6.41,4.05
9983,1.01,Premium,H,SI2,61.6,59.0,6.39,6.44,3.95
9984,0.56,Premium,I,VVS1,62.4,56.0,5.28,5.24,3.28
9985,0.34,Ideal,G,IF,62.1,54.0,4.48,4.5,2.79
9986,0.33,Premium,E,SI1,62.0,60.0,4.43,4.38,2.73
9987,0.83,Ideal,J,VS2,62.3,55.0,6.01,6.03,3.75
9988,0.91,Ideal,E,SI2,62.2,57.0,6.2,6.24,3.87
9989,0.43,Premium,F,SI1,62.4,56.0,4.84,4.81,3.01
9990,1.01,Good,G,SI2,63.6,58.0,6.31,6.37,4.03
9991,0.36,Ideal,F,VS1,61.3,54.0,4.63,4.65,2.84
9992,1.0,Ideal,E,SI1,62.3,55.0,6.41,6.34,3.97
9993,0.7,Premium,F,VS2,63.0,61.0,5.64,5.59,3.54
9994,0.35,Ideal,E,VVS1,61.8,56.0,4.53,4.5,2.79
9995,0.4,Premium,F,VS2,59.7,58.0,4.79,4.83,2.87
9996,0.25,Very Good,H,VVS2,63.3,54.0,3.98,4.02,2.52
9997,0.52,Ideal,H,IF,61.8,55.0,5.17,5.19,3.2
9998,0.3,Ideal,D,VS2,62.3,54.0,4.29,4.34,2.69
9999,0.9,Very Good,E,SI1,60.1,58.0,6.25,6.29,3.77
10000,0.51,Premium,D,SI1,60.3,59.0,5.2,5.22,3.14
10001,0.4,Good,E,SI1,64.2,57.0,4.68,4.66,3.0
10002,0.52,Ideal,E,VS1,62.6,57.0,5.11,5.15,3.21
10003,0.51,Ideal,G,VVS2,61.2,55.0,5.15,5.18,3.16
10004,1.66,Very Good,F,VS2,61.4,58.0,7.63,7.68,4.7
10005,1.0,Premium,G,VS2,62.9,56.0,6.42,6.27,3.99
10006,1.0,Fair,E,SI2,57.3,62.0,6.54,6.59,3.76
10007,0.57,Very Good,D,VVS1,60.4,57.0,5.39,5.44,3.27
10008,0.77,Ideal,D,VS1,62.3,56.0,5.83,5.89,3.65
10009,0.72,Ideal,G,SI2,60.8,57.0,5.79,5.82,3.52
10010,0.7,Very Good,D,VS1,62.8,58.0,5.65,5.68,3.56
10011,0.43,Premium,G,VS2,62.3,58.0,4.85,4.81,3.01
10012,1.01,Ideal,G,SI1,61.4,55.0,6.46,6.5,3.98
10013,0.72,Ideal,F,SI1,61.0,55.0,5.78,5.85,3.55
10014,2.02,Premium,I,VS2,59.6,60.0,8.2,8.25,4.9
10015,1.0,Very Good,H,SI2,63.1,58.0,6.29,6.36,3.99
10016,0.73,Ideal,I,VVS1,61.9,55.0,5.78,5.82,3.59
10017,0.41,Premium,H,VVS1,60.4,58.0,4.79,4.85,2.91
10018,2.42,Premium,I,VS1,59.8,59.0,8.8,8.78,5.26
10019,0.39,Ideal,E,VS1,59.9,57.0,4.78,4.8,2.87
10020,0.4,Ideal,D,VS1,62.2,57.0,4.71,4.74,2.94
10021,1.7,Ideal,G,VS2,62.9,55.0,7.66,7.6,4.8
10022,0.43,Ideal,I,VS1,62.2,53.0,4.86,4.91,3.04
10023,0.33,Ideal,G,VS2,62.0,57.0,4.47,4.44,2.76
10024,0.4,Very Good,F,VS1,62.0,56.0,4.71,4.73,2.92
10025,0.7,Good,E,VS2,63.8,56.0,5.58,5.61,3.57
10026,1.01,Premium,G,VS2,61.2,59.0,6.43,6.37,3.92
10027,0.32,Ideal,E,VS2,62.0,57.0,4.41,4.39,2.73
10028,0.48,Premium,F,SI1,59.6,59.0,5.13,5.11,3.05
10029,0.72,Ideal,E,SI1,60.3,57.0,5.83,5.85,3.52
10030,0.4,Ideal,E,VS1,61.1,57.0,4.75,4.78,2.97
10031,0.42,Premium,G,SI1,62.7,58.0,4.75,4.79,2.99
10032,1.12,Very Good,H,SI1,62.3,55.0,6.64,6.69,4.15
10033,0.3,Ideal,E,SI1,62.2,55.0,4.29,4.33,2.68
10034,1.55,Premium,I,SI1,62.5,60.0,7.33,7.35,4.59
10035,0.7,Very Good,D,VS2,60.6,60.0,5.71,5.75,3.47
10036,1.0,Very Good,E,SI2,62.4,57.0,6.33,6.4,3.97
10037,0.58,Ideal,D,SI1,62.0,54.0,5.36,5.39,3.33
10038,1.17,Premium,D,VS1,61.7,59.0,6.77,6.72,4.16
10039,0.42,Very Good,G,SI1,62.2,58.0,4.73,4.75,2.95
10040,1.03,Premium,I,SI1,62.0,58.0,6.47,6.43,4.0
10041,0.94,Very Good,E,SI1,61.8,56.0,6.29,6.33,3.9
10042,0.33,Ideal,G,VS1,62.1,56.0,4.42,4.4,2.74
10043,0.3,Ideal,G,SI1,61.8,56.0,4.34,4.37,2.69
10044,0.63,Premium,E,VVS1,60.9,60.0,5.52,5.55,3.37
10045,1.11,Ideal,D,VS1,61.9,54.0,6.63,6.68,4.12
10046,2.02,Good,H,SI2,60.2,55.0,8.08,8.19,4.9
10047,1.09,Very Good,G,VVS2,59.8,61.0,6.64,6.7,3.99
10048,0.25,Very Good,G,VVS1,61.8,56.0,4.03,4.06,2.5
10049,1.18,Premium,F,SI1,62.3,59.0,6.75,6.67,4.18
10050,0.52,Very Good,G,VVS2,59.9,56.0,5.22,5.27,3.14
10051,0.9,Very Good,H,SI2,63.4,60.0,6.08,6.03,3.84
10052,1.05,Premium,F,SI1,60.3,60.0,6.66,6.54,3.98
10053,0.31,Ideal,H,SI1,62.0,53.9,4.35,4.39,2.7
10054,0.33,Good,E,SI1,63.1,56.0,4.42,4.45,2.8
10055,1.51,Very Good,J,SI1,60.6,57.0,7.38,7.46,4.5
10056,1.1,Very Good,G,VS2,61.9,56.7,6.57,6.63,4.09
10057,0.4,Very Good,J,VS1,63.5,56.0,4.7,4.69,2.98
10058,0.7,Very Good,G,VS1,62.9,59.0,5.56,5.63,3.52
10059,0.3,Premium,E,VS1,60.6,62.0,4.3,4.28,2.6
10060,1.23,Premium,H,SI2,61.2,57.0,6.89,6.86,4.21
10061,1.07,Very Good,D,VS1,59.9,55.0,6.69,6.71,4.01
10062,0.33,Ideal,D,SI1,61.3,56.0,4.44,4.46,2.73
10063,2.32,Very Good,I,SI1,63.2,59.0,8.55,8.44,5.37
10064,0.42,Very Good,E,SI1,62.8,59.0,4.74,4.78,2.99
10065,1.24,Ideal,H,SI1,62.5,56.0,6.92,6.88,4.31
10066,1.01,Very Good,I,SI1,62.1,59.0,6.36,6.42,3.97
10067,0.53,Ideal,F,VS1,61.7,56.0,5.2,5.22,3.21
10068,0.71,Good,I,SI1,63.6,63.0,5.64,5.61,3.58
10069,1.21,Ideal,F,VVS1,62.0,58.0,6.82,6.86,4.24
10070,0.66,Ideal,D,VVS2,61.6,57.0,5.64,5.57,3.45
10071,0.3,Fair,F,SI1,64.6,56.0,4.27,4.25,2.75
10072,0.42,Premium,E,VS2,61.0,60.0,4.85,4.82,2.95
10073,1.0,Good,F,VS2,63.2,59.0,6.3,6.35,4.0
10074,0.51,Very Good,G,VS2,62.5,59.0,5.05,5.1,3.17
10075,0.5,Fair,E,VS2,66.3,55.0,4.98,4.94,3.29
10076,0.71,Premium,E,VS1,59.7,57.0,5.87,5.78,3.48
10077,2.01,Ideal,J,SI2,60.8,57.0,8.15,8.13,4.95
10078,2.48,Very Good,H,SI2,63.3,56.0,8.6,8.55,5.43
10079,0.71,Premium,G,VVS2,62.1,57.0,5.75,5.65,3.54
10080,0.32,Ideal,J,VVS1,60.8,56.0,4.47,4.48,2.72
10081,0.91,Very Good,D,SI1,61.5,59.0,6.18,6.25,3.82
10082,0.32,Ideal,G,VS1,61.3,55.0,4.42,4.46,2.72
10083,1.26,Ideal,H,VVS2,61.8,56.0,6.9,6.93,4.28
10084,1.01,Very Good,H,SI1,63.1,59.0,6.34,6.43,4.03
10085,1.01,Premium,D,SI2,58.3,59.0,6.67,6.63,3.88
10086,1.0,Ideal,I,VS2,62.5,55.0,6.41,6.36,4.0
10087,0.57,Ideal,E,VS1,60.8,54.8,5.36,5.4,3.27
10088,0.52,Very Good,I,SI2,60.9,59.0,5.14,5.18,3.14
10089,1.14,Ideal,G,SI2,61.5,55.0,6.78,6.71,4.15
10090,0.51,Ideal,E,SI1,62.8,56.0,5.15,5.07,3.21
10091,0.71,Premium,D,VS2,62.7,58.0,5.53,5.67,3.54
10092,0.33,Very Good,F,SI1,62.8,58.0,4.4,4.42,2.77
10093,0.75,Premium,G,SI2,62.7,58.0,5.82,5.76,3.63
10094,0.52,Very Good,E,SI2,62.6,58.0,5.11,5.14,3.21
10095,0.33,Ideal,I,VVS2,62.4,56.0,4.41,4.43,2.76
10096,0.7,Premium,E,VS1,62.6,59.0,5.69,5.66,3.55
10097,0.35,Premium,I,VS1,61.1,60.0,4.52,4.58,2.78
10098,0.64,Very Good,D,SI1,62.2,55.0,5.51,5.55,3.44
10099,0.99,Very Good,G,SI1,62.8,56.0,6.34,6.36,3.99
10100,1.0,Premium,G,SI2,61.4,61.0,6.35,6.32,3.89
10101,0.73,Premium,G,VS2,60.7,58.0,5.82,5.87,3.55
10102,1.21,Fair,J,SI1,65.0,59.0,6.64,6.57,4.29
10103,0.71,Premium,G,VS2,62.1,62.0,5.71,5.65,3.53
10104,1.0,Very Good,F,SI1,60.3,61.0,6.38,6.43,3.86
10105,1.42,Very Good,I,VS1,60.1,65.0,7.28,7.2,4.35
10106,0.54,Ideal,H,VS1,61.9,56.0,5.24,5.2,3.23
10107,1.0,Premium,G,VS2,61.6,58.0,6.44,6.42,3.96
10108,1.02,Premium,H,VS2,62.5,60.0,6.38,6.43,4.0
10109,1.83,Ideal,J,VS2,62.0,56.0,7.84,7.9,4.88
10110,0.62,Ideal,G,SI1,61.6,56.0,5.46,5.55,3.39
10111,0.3,Premium,D,VS2,62.2,58.0,4.3,4.25,2.66
10112,1.66,Ideal,H,IF,61.5,57.0,7.59,7.62,4.68
10113,1.51,Ideal,G,VS1,60.6,57.0,7.48,7.38,4.5
10114,0.41,Good,G,SI1,64.3,54.0,4.72,4.68,3.02
10115,0.52,Premium,G,SI2,58.4,62.0,5.33,5.28,3.1
10116,1.11,Very Good,E,SI2,62.8,55.0,6.6,6.62,4.15
10117,0.31,Ideal,E,VS2,61.5,56.0,4.34,4.37,2.68
10118,0.79,Premium,H,SI1,61.8,59.0,5.97,5.91,3.67
10119,2.06,Ideal,D,SI2,60.3,56.0,8.29,8.25,4.99
10120,0.57,Premium,F,SI2,60.4,58.0,5.4,5.37,3.25
10121,0.56,Ideal,E,VS1,62.7,56.0,5.26,5.3,3.31
10122,0.7,Ideal,H,VS1,61.7,55.0,5.69,5.72,3.52
10123,0.75,Very Good,J,SI1,61.7,56.0,5.81,5.92,3.62
10124,0.33,Premium,E,VS2,61.0,60.0,4.42,4.47,2.71
10125,0.7,Good,F,SI1,60.0,62.0,5.73,5.83,3.47
10126,0.38,Very Good,D,SI1,59.7,60.0,4.66,4.69,2.79
10127,1.51,Ideal,J,VS2,61.1,57.0,7.36,7.3,4.48
10128,0.34,Ideal,D,SI1,62.0,56.0,4.47,4.5,2.78
10129,1.01,Ideal,F,SI1,62.0,54.0,6.41,6.49,4.0
10130,2.02,Ideal,J,SI1,62.4,56.0,8.03,8.19,5.06
10131,0.41,Very Good,I,VVS1,63.1,58.0,4.68,4.74,2.97
10132,0.33,Premium,E,SI1,61.1,58.0,4.43,4.47,2.72
10133,1.5,Very Good,F,SI1,62.8,56.0,7.26,7.33,4.58
10134,1.03,Premium,G,SI2,59.3,58.0,6.58,6.63,3.92
10135,0.54,Very Good,G,VS1,64.0,59.5,5.12,5.17,3.3
10136,1.16,Very Good,J,VS2,63.7,56.0,6.63,6.68,4.24
10137,0.55,Ideal,D,SI2,60.9,57.0,5.26,5.29,3.21
10138,0.52,Ideal,D,VS2,62.3,56.0,5.16,5.11,3.2
10139,0.55,Ideal,G,VS1,60.9,55.0,5.32,5.29,3.23
10140,1.02,Ideal,F,VS1,61.5,56.0,6.5,6.47,3.99
10141,0.25,Ideal,F,VVS1,60.9,57.0,4.06,4.09,2.48
10142,0.9,Very Good,G,VS2,63.3,54.0,6.19,6.11,3.89
10143,0.9,Ideal,E,SI2,61.9,54.0,6.23,6.18,3.84
10144,0.73,Ideal,I,VS2,61.6,55.0,5.82,5.84,3.59
10145,1.01,Very Good,E,SI1,62.8,59.0,6.41,6.45,4.04
10146,0.52,Very Good,G,VS2,62.4,60.0,5.14,5.18,3.22
10147,0.5,Ideal,J,VS2,61.7,57.0,5.09,5.12,3.15
10148,1.01,Ideal,G,VS2,61.7,57.0,6.48,6.45,3.99
10149,1.11,Premium,G,SI1,62.4,58.0,6.65,6.61,4.14
10150,1.54,Premium,G,VS2,61.1,59.0,7.44,7.4,4.53
10151,1.2,Ideal,G,VVS1,61.2,56.0,6.89,6.86,4.21
10152,0.71,Very Good,H,VS1,62.7,57.0,5.66,5.72,3.57
10153,0.5,Very Good,E,SI1,63.0,58.0,5.04,5.08,3.19
10154,1.01,Good,H,VS2,60.8,61.0,6.43,6.5,3.93
10155,0.32,Good,F,VS2,63.4,57.0,4.32,4.36,2.75
10156,0.26,Ideal,H,VVS2,62.5,54.0,4.11,4.14,2.58
10157,0.76,Premium,D,SI1,61.1,59.0,5.93,5.88,3.61
10158,0.35,Ideal,H,IF,61.7,56.0,4.53,4.55,2.8
10159,0.34,Ideal,G,VS2,61.5,57.0,4.51,4.47,2.76
10160,0.83,Premium,D,SI2,62.7,56.0,6.01,5.98,3.76
10161,1.09,Very Good,E,SI1,62.8,56.0,6.53,6.6,4.12
10162,0.34,Ideal,D,SI1,60.9,56.0,4.53,4.56,2.76
10163,0.26,Ideal,E,VVS2,62.3,57.0,4.06,4.09,2.54
10164,0.78,Premium,E,VS1,62.2,58.0,5.9,5.86,3.66
10165,0.4,Very Good,F,SI1,61.7,62.0,4.71,4.76,2.92
10166,0.51,Ideal,E,VS1,62.8,57.0,5.1,5.07,3.2
10167,0.74,Very Good,D,SI1,63.9,57.0,5.72,5.74,3.66
10168,0.71,Very Good,J,SI1,59.2,58.0,5.86,5.9,3.48
10169,0.56,Very Good,E,VVS2,60.3,57.0,5.33,5.37,3.23
10170,0.52,Ideal,F,VVS1,59.8,59.0,5.21,5.25,3.13
10171,0.77,Ideal,H,VS2,61.3,56.0,5.91,5.94,3.63
10172,1.5,Very Good,D,SI2,59.8,63.0,7.44,7.38,4.43
10173,0.4,Good,F,SI1,63.1,58.0,4.66,4.69,2.95
10174,2.21,Premium,G,SI2,62.4,60.0,8.34,8.29,5.19
10175,0.41,Ideal,D,VVS1,62.3,55.0,4.78,4.75,2.97
10176,0.39,Very Good,E,VS2,60.1,61.0,4.72,4.76,2.85
10177,0.5,Premium,E,VS2,60.5,60.0,5.13,5.09,3.09
10178,0.39,Ideal,I,SI1,62.4,54.0,4.67,4.69,2.92
10179,0.43,Ideal,D,VS1,62.1,56.0,4.85,4.87,3.02
10180,1.0,Premium,G,VS1,62.9,55.0,6.39,6.33,4.0
10181,0.7,Premium,G,VVS2,60.6,60.0,5.77,5.69,3.47
10182,1.02,Ideal,F,VS2,61.0,56.0,6.55,6.62,4.02
10183,0.39,Good,G,VS2,63.7,53.0,4.67,4.62,2.96
10184,0.7,Premium,E,SI1,61.0,57.0,5.73,5.68,3.48
10185,1.16,Very Good,H,SI2,61.8,58.0,6.75,6.81,4.19
10186,1.0,Good,F,VVS2,60.7,62.0,6.36,6.4,3.87
10187,0.71,Premium,F,SI1,60.2,60.0,5.79,5.71,3.46
10188,1.21,Premium,J,VS2,61.9,58.0,6.84,6.79,4.22
10189,0.65,Ideal,G,IF,60.1,57.0,5.61,5.65,3.38
10190,1.06,Ideal,H,SI2,62.7,57.0,6.46,6.5,4.06
10191,0.32,Ideal,E,VS2,62.0,55.0,4.41,4.37,2.72
10192,0.32,Ideal,F,IF,60.9,57.0,4.41,4.43,2.69
10193,0.94,Premium,E,SI1,62.4,56.0,6.27,6.24,3.9
10194,0.48,Premium,E,VS2,62.5,61.0,5.01,4.97,3.12
10195,1.14,Ideal,J,VS1,61.5,57.0,6.7,6.73,4.13
10196,0.59,Good,D,SI1,63.8,57.0,5.31,5.26,3.37
10197,0.6,Ideal,H,VVS1,61.0,56.0,5.44,5.47,3.33
10198,0.35,Premium,E,SI1,59.7,60.0,4.58,4.53,2.72
10199,0.81,Premium,J,VS1,61.7,61.0,5.94,5.9,3.65
10200,0.3,Premium,D,VS2,61.9,58.0,4.32,4.28,2.66
10201,0.33,Premium,H,VVS2,61.6,58.0,4.45,4.42,2.73
10202,0.26,Premium,E,VVS1,62.3,60.0,4.07,4.09,2.54
10203,2.44,Very Good,J,VS2,58.1,60.0,8.89,8.93,5.18
10204,0.24,Ideal,F,IF,60.7,57.0,3.99,4.04,2.43
10205,0.46,Very Good,G,VS1,62.8,57.0,4.92,4.83,3.06
10206,1.29,Ideal,J,VS2,62.1,59.0,6.92,6.96,4.31
10207,0.53,Fair,F,VS2,65.5,58.0,5.09,5.03,3.31
10208,0.41,Ideal,J,VS1,62.2,54.5,4.75,4.76,2.96
10209,0.31,Premium,E,VS2,60.6,59.0,4.36,4.39,2.65
10210,0.32,Ideal,G,SI1,61.3,56.0,4.39,4.42,2.7
10211,0.75,Ideal,G,SI1,62.2,55.0,5.87,5.8,3.63
10212,0.46,Ideal,G,IF,60.9,57.0,4.98,5.01,3.04
10213,0.53,Ideal,G,SI1,60.7,56.0,5.22,5.27,3.18
10214,0.33,Premium,G,IF,59.4,59.0,4.49,4.54,2.68
10215,0.5,Very Good,E,SI2,60.8,61.0,5.08,5.09,3.09
10216,0.51,Ideal,F,SI1,60.8,57.0,5.15,5.18,3.14
10217,0.7,Ideal,E,VS2,61.0,56.0,5.74,5.78,3.52
10218,0.23,Good,D,VVS2,61.8,65.0,3.9,3.93,2.42
10219,0.56,Very Good,J,VS2,60.6,57.0,5.35,5.38,3.25
10220,0.51,Ideal,E,VS2,61.5,57.0,5.12,5.09,3.14
10221,0.62,Ideal,D,SI1,60.8,59.0,5.48,5.5,3.34
10222,0.91,Good,D,SI2,63.3,62.0,6.01,6.09,3.83
10223,2.05,Premium,J,VS1,62.5,60.0,8.14,8.09,5.07
10224,0.4,Premium,F,SI1,62.3,60.0,4.74,4.7,2.94
10225,0.96,Ideal,G,SI2,62.1,57.0,6.32,6.27,3.91
10226,0.24,Ideal,F,VVS2,61.0,56.0,4.05,4.08,2.48
10227,1.04,Good,G,VS1,63.8,57.0,6.42,6.37,4.08
10228,0.71,Premium,G,VS2,63.0,54.0,5.69,5.64,3.57
10229,0.33,Ideal,D,VS2,62.1,56.0,4.47,4.42,2.76
10230,0.92,Very Good,H,VS1,62.9,58.0,6.17,6.2,3.89
10231,0.31,Very Good,E,VVS2,62.4,56.0,4.32,4.35,2.7
10232,1.11,Ideal,H,SI2,61.3,60.0,6.68,6.66,4.09
10233,0.36,Ideal,E,SI1,62.9,56.0,4.57,4.52,2.86
10234,0.51,Good,H,SI1,63.7,56.0,5.07,5.1,3.24
10235,1.78,Very Good,D,SI2,63.4,60.0,7.67,7.61,4.85
10236,0.7,Very Good,E,VS1,62.4,56.0,5.64,5.7,3.54
10237,0.36,Ideal,D,SI1,60.6,56.0,4.58,4.63,2.79
10238,0.78,Ideal,H,VS2,61.6,56.0,5.94,5.91,3.64
10239,0.3,Ideal,E,VS2,62.3,56.0,4.28,4.32,2.68
10240,0.32,Very Good,H,SI1,61.9,58.0,4.34,4.38,2.7
10241,0.31,Ideal,D,VVS2,61.5,56.0,4.39,4.43,2.71
10242,1.02,Ideal,F,VS1,62.0,57.0,6.49,6.44,4.01
10243,0.54,Ideal,H,VS2,62.0,54.0,5.22,5.27,3.25
10244,1.5,Good,I,VS2,60.5,60.0,7.26,7.32,4.41
10245,0.75,Ideal,J,VS2,62.3,57.0,5.81,5.84,3.63
10246,1.71,Very Good,D,SI2,63.5,59.0,7.57,7.59,4.81
10247,1.21,Very Good,J,SI1,61.6,59.0,6.8,6.83,4.2
10248,0.3,Premium,H,VS2,62.3,58.0,4.33,4.31,2.69
10249,0.34,Premium,E,SI2,62.5,59.0,4.46,4.43,2.78
10250,1.09,Premium,G,VS2,59.9,56.0,6.73,6.59,3.99
10251,0.3,Ideal,E,VVS2,60.8,57.0,4.33,4.35,2.64
10252,0.41,Ideal,G,SI2,62.1,53.6,4.75,4.79,2.96
10253,0.33,Ideal,G,VVS2,62.0,53.5,4.44,4.48,2.76
10254,1.04,Very Good,D,VS1,60.8,58.0,6.5,6.53,3.96
10255,0.73,Ideal,I,VVS2,62.3,55.0,5.76,5.77,3.59
10256,0.5,Fair,E,SI2,65.2,57.0,4.96,4.91,3.22
10257,0.28,Ideal,F,VVS2,61.4,57.0,4.2,4.24,2.59
10258,0.72,Ideal,F,SI2,62.1,57.0,5.72,5.75,3.56
10259,1.07,Good,J,VS2,61.7,57.7,6.55,6.58,4.05
10260,1.01,Ideal,H,VS1,62.6,57.0,6.4,6.37,4.0
10261,0.9,Good,G,SI2,61.8,56.0,6.11,6.16,3.79
10262,2.01,Ideal,I,VS2,60.7,57.0,8.21,8.17,4.97
10263,0.37,Ideal,F,VS2,60.6,56.0,4.64,4.63,2.81
10264,1.04,Premium,G,VVS2,61.8,58.0,6.51,6.47,4.01
10265,1.01,Ideal,J,SI2,61.6,55.0,6.45,6.5,3.99
10266,0.3,Ideal,F,IF,61.8,54.0,4.34,4.36,2.69
